GeneName	Reg	log2FoldChange
ENSG00000029639.11|TFB1M|protein_coding	Up	0.0448551987699357
ENSG00000164953.16|TMEM67|protein_coding	Up	0.0449270019362736
ENSG00000181450.18|ZNF678|protein_coding	Up	0.0449531441982289
ENSG00000115694.15|STK25|protein_coding	Up	0.0450049554915515
ENSG00000234829.4|IFNA17|protein_coding	Up	0.0450771283678692
ENSG00000198130.16|HIBCH|protein_coding	Up	0.0450810924238204
ENSG00000184304.16|PRKD1|protein_coding	Up	0.0451069388993824
ENSG00000155657.28|TTN|protein_coding	Up	0.0451137255199149
ENSG00000198674.3|OR10G6|protein_coding	Up	0.0451141096659285
ENSG00000179965.12|ZNF771|protein_coding	Up	0.0451195368413283
ENSG00000100991.12|TRPC4AP|protein_coding	Up	0.0451570999770233
ENSG00000101199.13|ARFGAP1|protein_coding	Up	0.0451779294641474
ENSG00000189319.14|FAM53B|protein_coding	Up	0.0452111800410986
ENSG00000010318.21|PHF7|protein_coding	Up	0.0452283527505949
ENSG00000111237.19|VPS29|protein_coding	Up	0.0452398163983696
ENSG00000188393.9|CLEC2A|protein_coding	Up	0.0452560696390504
ENSG00000167977.9|KCTD5|protein_coding	Up	0.045282704512592
ENSG00000006459.11|KDM7A|protein_coding	Up	0.0453209562418184
ENSG00000187514.17|PTMA|protein_coding	Up	0.0453286500665886
ENSG00000188895.12|MSL1|protein_coding	Up	0.0453403439417442
ENSG00000123505.19|AMD1|protein_coding	Up	0.0453453489249992
ENSG00000158555.15|GDPD5|protein_coding	Up	0.045354304560018
ENSG00000108798.9|ABI3|protein_coding	Up	0.0453592273598246
ENSG00000119919.11|NKX2-3|protein_coding	Up	0.0453996808961121
ENSG00000119812.19|FAM98A|protein_coding	Up	0.0454245123925067
ENSG00000033170.17|FUT8|protein_coding	Up	0.0454716041470269
ENSG00000160785.13|SLC25A44|protein_coding	Up	0.0455032865020092
ENSG00000141433.13|ADCYAP1|protein_coding	Up	0.0455109228266607
ENSG00000111254.8|AKAP3|protein_coding	Up	0.0455222980264411
ENSG00000187144.11|SPATA21|protein_coding	Up	0.0456138292558348
ENSG00000153902.14|LGI4|protein_coding	Up	0.0456217030784029
ENSG00000112186.12|CAP2|protein_coding	Up	0.0456360187381169
ENSG00000143375.15|CGN|protein_coding	Up	0.0456453905202244
ENSG00000038219.13|BOD1L1|protein_coding	Up	0.0456822512689128
ENSG00000197302.10|ZNF720|protein_coding	Up	0.0457422117209148
ENSG00000156990.14|RPUSD3|protein_coding	Up	0.0457505173566883
ENSG00000090863.12|GLG1|protein_coding	Up	0.045831465960968
ENSG00000102879.16|CORO1A|protein_coding	Up	0.0458441077034509
ENSG00000138107.13|ACTR1A|protein_coding	Up	0.0458702252311665
ENSG00000073578.17|SDHA|protein_coding	Up	0.0458880993716173
ENSG00000197951.10|ZNF71|protein_coding	Up	0.0459029625282519
ENSG00000181852.18|RNF41|protein_coding	Up	0.0459073205483538
ENSG00000105364.14|MRPL4|protein_coding	Up	0.0459105226086552
ENSG00000133392.18|MYH11|protein_coding	Up	0.0459479421367745
ENSG00000071967.12|CYBRD1|protein_coding	Up	0.0460262011191736
ENSG00000090006.18|LTBP4|protein_coding	Up	0.0460553835940974
ENSG00000116649.10|SRM|protein_coding	Up	0.0461218184905345
ENSG00000128513.16|POT1|protein_coding	Up	0.0461309610962035
ENSG00000150433.9|TMEM218|protein_coding	Up	0.0461367058671314
ENSG00000111361.13|EIF2B1|protein_coding	Up	0.0461496433633599
ENSG00000157315.5|TMED6|protein_coding	Up	0.0463644171134521
ENSG00000136643.12|RPS6KC1|protein_coding	Up	0.0464243862846647
ENSG00000166484.20|MAPK7|protein_coding	Up	0.0464711089922987
ENSG00000136783.10|NIPSNAP3A|protein_coding	Up	0.0465019576572153
ENSG00000143727.16|ACP1|protein_coding	Up	0.0465142830013367
ENSG00000005007.13|UPF1|protein_coding	Up	0.046533481744666
ENSG00000145103.15|ILDR1|protein_coding	Up	0.04655997063949
ENSG00000157741.15|UBN2|protein_coding	Up	0.0465874931401221
ENSG00000113916.18|BCL6|protein_coding	Up	0.0466410284210009
ENSG00000150907.10|FOXO1|protein_coding	Up	0.0467331230209825
ENSG00000163701.19|IL17RE|protein_coding	Up	0.0467760609398686
ENSG00000167608.12|TMC4|protein_coding	Up	0.0468033455612906
ENSG00000137834.15|SMAD6|protein_coding	Up	0.0469295901565406
ENSG00000104872.11|PIH1D1|protein_coding	Up	0.0469445396187116
ENSG00000198466.12|ZNF587|protein_coding	Up	0.0469755628685224
ENSG00000150636.17|CCDC102B|protein_coding	Up	0.0470038188583156
ENSG00000253352.10|TUG1|protein_coding	Up	0.0470053076584141
ENSG00000128050.9|PAICS|protein_coding	Up	0.0470103245238243
ENSG00000172239.14|PAIP1|protein_coding	Up	0.0470313039376277
ENSG00000011523.14|CEP68|protein_coding	Up	0.0470449210609662
ENSG00000103671.10|TRIP4|protein_coding	Up	0.0470710463634972
ENSG00000151466.12|SCLT1|protein_coding	Up	0.0470941522559533
ENSG00000172889.16|EGFL7|protein_coding	Up	0.0471958683518783
ENSG00000159579.14|RSPRY1|protein_coding	Up	0.0472008745148725
ENSG00000185272.14|RBM11|protein_coding	Up	0.0472533283781372
ENSG00000148090.12|AUH|protein_coding	Up	0.0472864663315298
ENSG00000153574.9|RPIA|protein_coding	Up	0.0473566152473784
ENSG00000134247.10|PTGFRN|protein_coding	Up	0.047378197071119
ENSG00000125505.17|MBOAT7|protein_coding	Up	0.0473825669336532
ENSG00000184949.16|FAM227A|protein_coding	Up	0.0475907807791565
ENSG00000114767.7|RRP9|protein_coding	Up	0.0476239720776982
ENSG00000169242.12|EFNA1|protein_coding	Up	0.0476432493535283
ENSG00000116396.15|KCNC4|protein_coding	Up	0.0476705611186265
ENSG00000163395.17|IGFN1|protein_coding	Up	0.0477617622557473
ENSG00000123836.15|PFKFB2|protein_coding	Up	0.0477971187869929
ENSG00000198523.6|PLN|protein_coding	Up	0.0478118134796243
ENSG00000139645.10|ANKRD52|protein_coding	Up	0.0478836941034863
ENSG00000204611.7|ZNF616|protein_coding	Up	0.0478884872342259
ENSG00000117481.10|NSUN4|protein_coding	Up	0.0479068159185795
ENSG00000037637.11|FBXO42|protein_coding	Up	0.0479429345049582
ENSG00000161040.16|FBXL13|protein_coding	Up	0.0479538564334691
ENSG00000068400.13|GRIPAP1|protein_coding	Up	0.048064412134288
ENSG00000196812.5|ZSCAN16|protein_coding	Up	0.0480674209721803
ENSG00000117614.10|SYF2|protein_coding	Up	0.0480993407295086
ENSG00000005882.12|PDK2|protein_coding	Up	0.0481323143952745
ENSG00000204344.14|STK19|protein_coding	Up	0.048215853879634
ENSG00000178796.13|RIIAD1|protein_coding	Up	0.0482706555353629
ENSG00000156650.14|KAT6B|protein_coding	Up	0.0483380601583788
ENSG00000187713.7|TMEM203|protein_coding	Up	0.0483481597480105
ENSG00000117501.14|MROH9|protein_coding	Up	0.048369212342474
ENSG00000188011.5|RTP5|protein_coding	Up	0.048369425280275
ENSG00000137845.15|ADAM10|protein_coding	Up	0.0484042790259539
ENSG00000167994.13|RAB3IL1|protein_coding	Up	0.0484508510891211
ENSG00000163421.9|PROK2|protein_coding	Up	0.0484886024246358
ENSG00000117569.19|PTBP2|protein_coding	Up	0.0485024405776379
ENSG00000141002.20|TCF25|protein_coding	Up	0.0485145508146847
ENSG00000100330.16|MTMR3|protein_coding	Up	0.0485242276056811
ENSG00000183617.5|MRPL54|protein_coding	Up	0.0485244851382082
ENSG00000068028.17|RASSF1|protein_coding	Up	0.0485246062563835
ENSG00000179195.16|ZNF664|protein_coding	Up	0.0485603321667613
ENSG00000116954.8|RRAGC|protein_coding	Up	0.0486393506935986
ENSG00000172183.15|ISG20|protein_coding	Up	0.0486570871364498
ENSG00000119139.21|TJP2|protein_coding	Up	0.0487177236487557
ENSG00000115760.14|BIRC6|protein_coding	Up	0.0487348854559119
ENSG00000159714.12|ZDHHC1|protein_coding	Up	0.0487631038707798
ENSG00000196405.13|EVL|protein_coding	Up	0.0487722163272435
ENSG00000007237.19|GAS7|protein_coding	Up	0.0489405741907324
ENSG00000099995.19|SF3A1|protein_coding	Up	0.0490965305340612
ENSG00000173334.4|TRIB1|protein_coding	Up	0.0491243155437715
ENSG00000172995.16|ARPP21|protein_coding	Up	0.0491392284820105
ENSG00000188234.13|AGAP4|protein_coding	Up	0.0492500405584416
ENSG00000197045.13|GMFB|protein_coding	Up	0.0492762036899479
ENSG00000270629.6|NBPF14|protein_coding	Up	0.0492796370278655
ENSG00000144362.12|PHOSPHO2|protein_coding	Up	0.0493233640619816
ENSG00000278540.5|ACACA|protein_coding	Up	0.0493275526130451
ENSG00000147421.18|HMBOX1|protein_coding	Up	0.0494663377010151
ENSG00000135974.10|C2orf49|protein_coding	Up	0.0494907527250115
ENSG00000181409.14|AATK|protein_coding	Up	0.0495006760108445
ENSG00000164983.7|TMEM65|protein_coding	Up	0.0495169716705684
ENSG00000204315.4|FKBPL|protein_coding	Up	0.0495466765035149
ENSG00000113812.14|ACTR8|protein_coding	Up	0.0495615521207693
ENSG00000146648.19|EGFR|protein_coding	Up	0.0496074771645807
ENSG00000127054.21|INTS11|protein_coding	Up	0.0497392488238581
ENSG00000145975.15|FAM217A|protein_coding	Up	0.0497529431201203
ENSG00000110768.12|GTF2H1|protein_coding	Up	0.0498434969926167
ENSG00000132963.8|POMP|protein_coding	Up	0.0499292245156894
ENSG00000135241.17|PNPLA8|protein_coding	Up	0.0499424472911942
ENSG00000174944.9|P2RY14|protein_coding	Up	0.0499599036835809
ENSG00000189266.13|PNRC2|protein_coding	Up	0.0500117808580993
ENSG00000123908.12|AGO2|protein_coding	Up	0.0500341589695492
ENSG00000215113.6|CXorf49B|protein_coding	Up	0.0500536268224322
ENSG00000182899.17|RPL35A|protein_coding	Up	0.0500850897028299
ENSG00000125991.20|ERGIC3|protein_coding	Up	0.0500912177501712
ENSG00000158062.20|UBXN11|protein_coding	Up	0.0501204675829843
ENSG00000054282.16|SDCCAG8|protein_coding	Up	0.0501306615291263
ENSG00000011132.12|APBA3|protein_coding	Up	0.0501611903665487
ENSG00000175322.12|ZNF519|protein_coding	Up	0.0501613485812429
ENSG00000126214.21|KLC1|protein_coding	Up	0.050169231940446
ENSG00000104964.15|TLE5|protein_coding	Up	0.0501706990908124
ENSG00000121989.15|ACVR2A|protein_coding	Up	0.0501999901558372
ENSG00000158292.7|GPR153|protein_coding	Up	0.0502590386836707
ENSG00000130935.10|NOL11|protein_coding	Up	0.0502768808062977
ENSG00000067955.15|CBFB|protein_coding	Up	0.0502840884412013
ENSG00000214324.5|C3orf56|protein_coding	Up	0.050299495913078
ENSG00000143322.21|ABL2|protein_coding	Up	0.0503212694808527
ENSG00000139890.10|REM2|protein_coding	Up	0.050332903256058
ENSG00000149573.9|MPZL2|protein_coding	Up	0.0503498610020172
ENSG00000069667.16|RORA|protein_coding	Up	0.0503838798321606
ENSG00000120837.8|NFYB|protein_coding	Up	0.0504532502883113
ENSG00000165914.15|TTC7B|protein_coding	Up	0.0504591344850206
ENSG00000150347.16|ARID5B|protein_coding	Up	0.0505065433001275
ENSG00000135870.12|RC3H1|protein_coding	Up	0.050543835120337
ENSG00000171928.14|TVP23B|protein_coding	Up	0.0506421595029495
ENSG00000175334.8|BANF1|protein_coding	Up	0.0506579985171313
ENSG00000128886.12|ELL3|protein_coding	Up	0.0506724783648343
ENSG00000159199.14|ATP5MC1|protein_coding	Up	0.0506889705073696
ENSG00000259316.12|AC087632.2|protein_coding	Up	0.0506914861253249
ENSG00000169398.19|PTK2|protein_coding	Up	0.0507469145651262
ENSG00000124380.11|SNRNP27|protein_coding	Up	0.0508120157724507
ENSG00000138375.13|SMARCAL1|protein_coding	Up	0.050890829132384
ENSG00000170271.11|FAXDC2|protein_coding	Up	0.0509015141066554
ENSG00000164815.11|ORC5|protein_coding	Up	0.0509683567824867
ENSG00000111727.12|HCFC2|protein_coding	Up	0.0510291172700644
ENSG00000128585.18|MKLN1|protein_coding	Up	0.051041491470595
ENSG00000134108.14|ARL8B|protein_coding	Up	0.0510609169484922
ENSG00000244623.1|OR2AE1|protein_coding	Up	0.0510963170312848
ENSG00000163380.16|LMOD3|protein_coding	Up	0.0511305224304529
ENSG00000101255.11|TRIB3|protein_coding	Up	0.0512629264709684
ENSG00000106299.8|WASL|protein_coding	Up	0.0513374635229528
ENSG00000204389.10|HSPA1A|protein_coding	Up	0.051346164144629
ENSG00000255423.1|EBLN2|protein_coding	Up	0.0513733621507753
ENSG00000131653.13|TRAF7|protein_coding	Up	0.0514196358526441
ENSG00000030066.13|NUP160|protein_coding	Up	0.0514555960721448
ENSG00000117859.19|OSBPL9|protein_coding	Up	0.0514958471092846
ENSG00000110448.11|CD5|protein_coding	Up	0.0515056151905762
ENSG00000243725.7|TTC4|protein_coding	Up	0.0516447265736244
ENSG00000111203.13|ITFG2|protein_coding	Up	0.0516563304731347
ENSG00000151612.18|ZNF827|protein_coding	Up	0.0516565291524537
ENSG00000110076.19|NRXN2|protein_coding	Up	0.0516718970837938
ENSG00000285053.1|AL357556.3|protein_coding	Up	0.0516959350185281
ENSG00000162086.16|ZNF75A|protein_coding	Up	0.0517113235785237
ENSG00000099308.10|MAST3|protein_coding	Up	0.0517448183889982
ENSG00000196417.13|ZNF765|protein_coding	Up	0.0518223163967529
ENSG00000181773.7|GPR3|protein_coding	Up	0.0518811310648433
ENSG00000133985.3|TTC9|protein_coding	Up	0.0519285115474357
ENSG00000179412.11|HNRNPCL4|protein_coding	Up	0.051928896801217
ENSG00000124104.19|SNX21|protein_coding	Up	0.0519514984481318
ENSG00000168884.15|TNIP2|protein_coding	Up	0.0519878276877774
ENSG00000198015.14|MRPL42|protein_coding	Up	0.0520317987677756
ENSG00000149262.17|INTS4|protein_coding	Up	0.0520676912589829
ENSG00000083635.8|NUFIP1|protein_coding	Up	0.0521476308192853
ENSG00000213231.13|TCL1B|protein_coding	Up	0.052184761864694
ENSG00000140943.17|MBTPS1|protein_coding	Up	0.052277678254843
ENSG00000237693.4|IRGM|protein_coding	Up	0.0522913535808349
ENSG00000125731.13|SH2D3A|protein_coding	Up	0.0522954293131941
ENSG00000108312.15|UBTF|protein_coding	Up	0.0523436316377969
ENSG00000087302.9|RTRAF|protein_coding	Up	0.0523568935434734
ENSG00000171311.13|EXOSC1|protein_coding	Up	0.0523804191213855
ENSG00000198898.14|CAPZA2|protein_coding	Up	0.0524060993817707
ENSG00000283297.2|TEX52|protein_coding	Up	0.052407944057186
ENSG00000101335.10|MYL9|protein_coding	Up	0.0524096118713879
ENSG00000180370.10|PAK2|protein_coding	Up	0.0524880538042826
ENSG00000133318.14|RTN3|protein_coding	Up	0.0524946389165427
ENSG00000156050.10|FAM161B|protein_coding	Up	0.0525611579268739
ENSG00000104064.18|GABPB1|protein_coding	Up	0.0525613236021862
ENSG00000157557.13|ETS2|protein_coding	Up	0.0526172517032204
ENSG00000172987.13|HPSE2|protein_coding	Up	0.0526295909419578
ENSG00000165060.15|FXN|protein_coding	Up	0.0526633915408167
ENSG00000249861.4|LGALS16|protein_coding	Up	0.0527289656244629
ENSG00000196961.13|AP2A1|protein_coding	Up	0.0527361844064276
ENSG00000111481.10|COPZ1|protein_coding	Up	0.0527672832263382
ENSG00000163930.10|BAP1|protein_coding	Up	0.0528336105967414
ENSG00000230989.7|HSBP1|protein_coding	Up	0.0528664100265004
ENSG00000166803.14|PCLAF|protein_coding	Up	0.0528897957790579
ENSG00000165521.15|EML5|protein_coding	Up	0.0529351147439828
ENSG00000169955.7|ZNF747|protein_coding	Up	0.0529683912868318
ENSG00000278318.5|ZNF229|protein_coding	Up	0.0529881048709717
ENSG00000162723.10|SLAMF9|protein_coding	Up	0.0530143469219662
ENSG00000109065.12|NAT9|protein_coding	Up	0.0530214199054774
ENSG00000143933.19|CALM2|protein_coding	Up	0.0530530070464939
ENSG00000133083.15|DCLK1|protein_coding	Up	0.0531527444648713
ENSG00000141979.4|AC008764.1|protein_coding	Up	0.0531730480840026
ENSG00000176022.7|B3GALT6|protein_coding	Up	0.053197188548191
ENSG00000089280.19|FUS|protein_coding	Up	0.0532029892323148
ENSG00000108604.16|SMARCD2|protein_coding	Up	0.0532184579918265
ENSG00000232653.8|GOLGA8N|protein_coding	Up	0.0532453451057016
ENSG00000125089.17|SH3TC1|protein_coding	Up	0.0532484030829702
ENSG00000136014.12|USP44|protein_coding	Up	0.0533017551714079
ENSG00000114204.15|SERPINI2|protein_coding	Up	0.0533829138291837
ENSG00000142583.18|SLC2A5|protein_coding	Up	0.053391333291518
ENSG00000213246.7|SUPT4H1|protein_coding	Up	0.0534183273695147
ENSG00000074621.14|SLC24A1|protein_coding	Up	0.0534242319801938
ENSG00000084207.18|GSTP1|protein_coding	Up	0.0534425243607008
ENSG00000102471.14|NDFIP2|protein_coding	Up	0.0536234972639985
ENSG00000158161.16|EYA3|protein_coding	Up	0.0536476433699336
ENSG00000173418.12|NAA20|protein_coding	Up	0.0536848282372841
ENSG00000103381.12|CPPED1|protein_coding	Up	0.0537348646702438
ENSG00000105357.19|MYH14|protein_coding	Up	0.0537404449043988
ENSG00000172428.11|COPS9|protein_coding	Up	0.0540009528532233
ENSG00000196119.8|OR8A1|protein_coding	Up	0.054014828895182
ENSG00000174485.16|DENND4A|protein_coding	Up	0.0541322239975623
ENSG00000115524.17|SF3B1|protein_coding	Up	0.0541403848052708
ENSG00000135632.12|SMYD5|protein_coding	Up	0.0542186460522838
ENSG00000138074.15|SLC5A6|protein_coding	Up	0.0543535174423638
ENSG00000182307.14|C8orf33|protein_coding	Up	0.0543578977148585
ENSG00000151748.15|SAV1|protein_coding	Up	0.0543978945968546
ENSG00000105429.13|MEGF8|protein_coding	Up	0.0544094958368731
ENSG00000060491.16|OGFR|protein_coding	Up	0.0544274726120508
ENSG00000161649.13|CD300LG|protein_coding	Up	0.0544317341238478
ENSG00000153310.19|CYRIB|protein_coding	Up	0.0544491606275845
ENSG00000173163.10|COMMD1|protein_coding	Up	0.054548829581009
ENSG00000132016.11|C19orf57|protein_coding	Up	0.0545562420968946
ENSG00000065000.19|AP3D1|protein_coding	Up	0.0545804177456341
ENSG00000166165.13|CKB|protein_coding	Up	0.054645423179753
ENSG00000213413.2|PVRIG|protein_coding	Up	0.0546499750871254
ENSG00000117153.16|KLHL12|protein_coding	Up	0.0546530567587876
ENSG00000152213.4|ARL11|protein_coding	Up	0.0546873828098408
ENSG00000136732.16|GYPC|protein_coding	Up	0.0547741457323073
ENSG00000137634.10|NXPE4|protein_coding	Up	0.0547815284758824
ENSG00000132017.10|DCAF15|protein_coding	Up	0.0547832986933979
ENSG00000169855.20|ROBO1|protein_coding	Up	0.0548042804178908
ENSG00000172349.17|IL16|protein_coding	Up	0.0548145631804855
ENSG00000143149.12|ALDH9A1|protein_coding	Up	0.0548434410266958
ENSG00000182866.17|LCK|protein_coding	Up	0.0548647763031289
ENSG00000108578.15|BLMH|protein_coding	Up	0.0549230741531342
ENSG00000175826.12|CTDNEP1|protein_coding	Up	0.0549657313648836
ENSG00000093072.18|ADA2|protein_coding	Up	0.0550400447979136
ENSG00000142185.16|TRPM2|protein_coding	Up	0.0550719764782322
ENSG00000121274.14|TENT4B|protein_coding	Up	0.0550969790436929
ENSG00000183726.11|TMEM50A|protein_coding	Up	0.0551228514167737
ENSG00000002330.14|BAD|protein_coding	Up	0.05514265888092
ENSG00000235568.7|NFAM1|protein_coding	Up	0.0551887689870934
ENSG00000198860.13|TSEN15|protein_coding	Up	0.055285329791345
ENSG00000163508.13|EOMES|protein_coding	Up	0.055315955728636
ENSG00000128789.21|PSMG2|protein_coding	Up	0.0553298565133862
ENSG00000088930.8|XRN2|protein_coding	Up	0.0553797956241474
ENSG00000172410.4|INSL5|protein_coding	Up	0.0553984709522001
ENSG00000167103.12|PIP5KL1|protein_coding	Up	0.0554953224426935
ENSG00000125971.17|DYNLRB1|protein_coding	Up	0.0555389059328241
ENSG00000148950.11|IMMP1L|protein_coding	Up	0.0555415970639428
ENSG00000159592.11|GPBP1L1|protein_coding	Up	0.0555440088751868
ENSG00000120280.6|CXorf21|protein_coding	Up	0.0555878728756272
ENSG00000089101.19|CFAP61|protein_coding	Up	0.0556581005883313
ENSG00000143793.13|C1orf35|protein_coding	Up	0.0556739950702567
ENSG00000197147.15|LRRC8B|protein_coding	Up	0.0556789756435198
ENSG00000171017.11|LRRC8E|protein_coding	Up	0.055711917950634
ENSG00000213088.12|ACKR1|protein_coding	Up	0.0557180513305493
ENSG00000139531.13|SUOX|protein_coding	Up	0.0557341784102703
ENSG00000255151.2|GLYATL1B|protein_coding	Up	0.0558604925364919
ENSG00000184378.3|ACTRT3|protein_coding	Up	0.0559378067869695
ENSG00000126947.13|ARMCX1|protein_coding	Up	0.0559920310015665
ENSG00000153896.19|ZNF599|protein_coding	Up	0.0560512321953791
ENSG00000240053.8|LY6G5B|protein_coding	Up	0.0560801575085084
ENSG00000147202.18|DIAPH2|protein_coding	Up	0.0561587248280292
ENSG00000140299.13|BNIP2|protein_coding	Up	0.05621977671614
ENSG00000165632.8|TAF3|protein_coding	Up	0.0562206860606082
ENSG00000184009.12|ACTG1|protein_coding	Up	0.0562393322998199
ENSG00000187595.16|ZNF385C|protein_coding	Up	0.0562425393501315
ENSG00000285880.1|AC144573.1|protein_coding	Up	0.0562793253436475
ENSG00000146872.18|TLK2|protein_coding	Up	0.0562980628600176
ENSG00000204392.11|LSM2|protein_coding	Up	0.0563542797719319
ENSG00000169813.16|HNRNPF|protein_coding	Up	0.0563916651519673
ENSG00000134326.11|CMPK2|protein_coding	Up	0.0564038911147889
ENSG00000161677.12|JOSD2|protein_coding	Up	0.0564049873304372
ENSG00000182944.18|EWSR1|protein_coding	Up	0.056430126609674
ENSG00000112394.17|SLC16A10|protein_coding	Up	0.0564991495492004
ENSG00000160055.20|TMEM234|protein_coding	Up	0.0565072939619067
ENSG00000104946.13|TBC1D17|protein_coding	Up	0.0565103526266869
ENSG00000029363.17|BCLAF1|protein_coding	Up	0.056537027702471
ENSG00000176248.9|ANAPC2|protein_coding	Up	0.0565497884257659
ENSG00000138081.21|FBXO11|protein_coding	Up	0.0565497978111094
ENSG00000174197.16|MGA|protein_coding	Up	0.0565654970132018
ENSG00000117593.12|DARS2|protein_coding	Up	0.0565723699294238
ENSG00000101639.18|CEP192|protein_coding	Up	0.0566071179857573
